41.8779 	EXP 	test_shape_C: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
41.8779 	EXP 	test_shape_C: image = 'wave.png'
41.8779 	EXP 	test_shape_R: foreColor = <psychopy.colors.Color: red, alpha=1.0>
41.8779 	EXP 	test_shape_R: image = 'cross.png'
42.8611 	INFO 	Keyboard events cleared
42.8609 	EXP 	test_shape_L: autoDraw = True
42.8609 	EXP 	test_shape_C: autoDraw = True
42.8609 	EXP 	test_shape_R: autoDraw = True
44.8112 	EXP 	Device response: <KeyPress from None: t=44.79923140001483, value=s, duration=None>
44.8116 	EXP 	New trial (rep=1, index=3): <Trial 7 (3 in rep 1) data={'shape1': 'cross.png', 'shape2': 'star.png', 'shape3': 'wave.png', 'color1': 'red', 'color2': 'green', 'color3': 'blue', 'condition': 'different', 'corrAns': 'd', 'thisN': 7, 'thisTrialN': 3, 'thisRepN': 1}>
44.8212 	DATA 	Keypress: s
44.8278 	EXP 	test_shape_L: autoDraw = False
44.8278 	EXP 	test_shape_C: autoDraw = False
44.8278 	EXP 	test_shape_R: autoDraw = False
44.8278 	EXP 	shape_L: foreColor = <psychopy.colors.Color: red, alpha=1.0>
44.8278 	EXP 	shape_L: image = 'cross.png'
44.8278 	EXP 	shape_C: foreColor = <psychopy.colors.Color: green, alpha=1.0>
44.8278 	EXP 	shape_C: image = 'star.png'
44.8278 	EXP 	shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
44.8278 	EXP 	shape_R: image = 'wave.png'
44.8278 	EXP 	fixation: autoDraw = True
44.9278 	EXP 	Device response: <KeyPress from None: t=44.79923140001483, value=s, duration=0.1153214001096785>
45.3109 	EXP 	shape_L: autoDraw = True
45.3109 	EXP 	shape_C: autoDraw = True
45.3109 	EXP 	shape_R: autoDraw = True
45.3274 	EXP 	fixation: autoDraw = False
47.3112 	EXP 	shape_L: autoDraw = False
47.3112 	EXP 	shape_C: autoDraw = False
47.3112 	EXP 	shape_R: autoDraw = False
47.3112 	EXP 	fixation: autoDraw = False
47.3112 	EXP 	shape_L: autoDraw = False
47.3112 	EXP 	shape_C: autoDraw = False
47.3112 	EXP 	shape_R: autoDraw = False
47.3112 	EXP 	test_shape_L: foreColor = <psychopy.colors.Color: green, alpha=1.0>
47.3112 	EXP 	test_shape_L: image = 'cross.png'
47.3112 	EXP 	test_shape_C: foreColor = <psychopy.colors.Color: red, alpha=1.0>
47.3112 	EXP 	test_shape_C: image = 'star.png'
47.3112 	EXP 	test_shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
47.3112 	EXP 	test_shape_R: image = 'wave.png'
48.3107 	INFO 	Keyboard events cleared
48.3106 	EXP 	test_shape_L: autoDraw = True
48.3106 	EXP 	test_shape_C: autoDraw = True
48.3106 	EXP 	test_shape_R: autoDraw = True
50.7774 	EXP 	Device response: <KeyPress from None: t=50.766600700095296, value=d, duration=None>
50.7786 	DATA 	Keypress: d
50.7938 	EXP 	test_shape_L: autoDraw = False
50.7938 	EXP 	test_shape_C: autoDraw = False
50.7938 	EXP 	test_shape_R: autoDraw = False
50.7940 	EXP 	vst_task_final: status = STOPPED
50.8034 	INFO 	saved data to 'C:\\Users\\Varet\\OneDrive\\Desktop\\VSTMBT_Project\\data\\970002_vst_task_final_2026-08-01_17h03.58.968.csv'
50.8057 	INFO 	saved data to C:\Users\Varet\OneDrive\Desktop\VSTMBT_Project\data\970002_vst_task_final_2026-08-01_17h03.58.968.psydat
53.8862 	INFO 	Stopping keyboard key buffers.
